Index,Channel_Time,P_NI_Box_P,T_NI_Box_C,P_Oil_psi,P_TM_Cooling_Snake_psi,P_Fuel_psi,P_Inlet_Mass_Flow_1_Pa,P_Inlet_Mass_Flow_2_Pa,P_PT_Exit_Flow_Pressure_5_Pa,P_Combustor_Pa,P_Impeller_Discharge_1_Pa,P_Impeller_Discharge_2_Pa,P_Impeller_Discharge_3_Pa,P_Impeller_Discharge_4_Pa,P_LSSP_Inlet_1_Pa,P_LSSP_Inlet_3_Pa,P_LSSP_Outlet_1_Pa,P_LSSP_Outlet_3_Pa,F_Axial_N,T_Gen_Embedded_pt_1_C,T_Gen_Embedded_pt_2_C,T_Gen_Fluid_in_ntc_C,T_Gen_Fluid_out_ntc_C,P_Inlet_Mass_Flow_3_Pa,P_Inlet_Mass_Flow_4_Pa,BM_Inlet_1_Pa,T_Inlet_Air_c,T_Combustor_Can_Boot_c,T_Combustor_Cap_c,T_Seal_Bypass_Flow_1_c,T_Seal_Bypass_Flow_2_c,T_Turbine_Exit_Flow_c,T_Oil_Inlet_Flow_c,T_Oil_Outlet_Flow_c,T_TM_Cooling_Snake_In_c,T_TM_Cooling_Snake_Out_c,T_Heat_Shield_Cavity_c,T_Combustor_Can_Surface_1_c,T_Combustor_Can_Surface_2_c,T_Hot_Section_Housing_1_c,T_Hot_Section_Housing_2_c,T_Oil_Sump_Vent_Temperature_c,T_Cross_Duct_Flow_1_c,T_Cross_Duct_Flow_3_c,T_Cross_Duct_Flow_5_c,T_Turbine_Exit_Flow_4_c,Ch1 RMS_[ m/s2 ],Ch2 RMS_[ m/s2 ],Ch1 Crest Factor_[ - ],Ch2 Crest Factor_[ - ],run_elapsed_sec,Index_y,t_stamp,atmospheric pressure,bearing temperature,co2 temperature,fuel inlet pressure,fuel inlet temperature,fuel regulator,fuel supply pressure,generator case temperature 1,generator case temperature 2,generator case temperature 3,generator case temperature 4,generator outlet temperature,generator phase1 current,generator phase1 voltage,generator phase2 current,generator phase2 voltage,generator phase3 current,generator phase3 voltage,inlet static pressure,inlet temperature,n1 speed sensor,n2 speed sensor,oil pressure,oil temperature,pt outlet pressure 1,pt outlet pressure 2,pt outlet pressure 3,pt outlet pressure 4,pt outlet temperature 1,pt outlet temperature 2,pt outlet temperature 3,pt outlet temperature 4,turbine outlet temperature 1,turbine outlet temperature 2,relay_st1,relay_st2,relay_st3,relay_st4,relay_st5,n2b analog,n2b speed sensor,calc_T_Inlet_Air_K,calc_Impeller_Inlet_Pressure_3_pa,calc_Impeller_Inlet_Pressure_4_pa,calc_Average_Impeller_Inlet_Pressure_pa,calc_imp_mf_1,calc_imp_mf_2,calc_imp_mf_avg,calc_BM_Inlet_1_Pa,calc_BM_mf,calc_pressure_ratio_NI,calc_pr_combustor_over_pt,calc_T_Ambient_K,calc_P_Ambient_kPa,calc_T_pt_K,calc_T_ducts_K,calc_T_bypass_K,calc_T_Exit_K,calc_Average_Generator_Case_Temperature,calc_Average_Generator_voltage,calc_Average_Generator_current,calc_Average_pt_outlet_pressure,calc_Average_turbine_outlet_temperature,calc_pressure_ratio,n1b speed sensor,calc_power_kw,calc_speed_ratio_n2/n1,calc_gen_constant_v/krpm,calc_comp_eff
0,1:47:33 PM,101345.3509,42.7575,37.3959,6.0304,-1.0832,2431.4573,366.4688,1742.142,1945.8081,-990.3781,638.9506,706.8393,10.9801,1165.088,1012.3384,1114.1715,2760.4725,-782.0537,26.9589,27.3888,24.7562,24.7896,138.1053,192.0512,2.0917,19.2434,25.5461,25.9951,27.9707,28.0586,22.9597,40.8856,31.5233,24.0895,24.499,26.7332,24.8801,26.4964,2289.9785,2289.8839,19.8468,30.4496,28.394,29.9944,22.3695,11.2274,9.4741,3.2533,1.9513,0.0,34.0,1:45:36 PM,1.007504821,27.79999924,28.79999924,-0.058106739,19.89999962,20.0,-4.581071854,21.60000038,20.89999962,28.79999924,28.79999924,22.0,0.873480916,0.965711832,0.759548604,0.906032979,0.726996541,1.036241293,0.000498742,20.0,0.0,0.0,8.171603203,30.29999924,1.016650915,1.030865431,1.028434038,1.025628567,28.5,28.39999962,28.20000076,28.70000076,22.79999924,22.79999924,1.0,1.0,0.0,0.0,0.0,-0.470196784,0.0,292.3934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0171901521335598,1.1169055679732192,293.15,101.3453509,301.65,303.59959999999995,301.1207,295.94999923999995,25.024999620000003,0.9693287013333333,0.7866753536666667,1.0243816376666668,22.79999924,1.0167511026398024,0.0,0.0022876409968219523,,inf,0.16408356397131804
1,1:47:34 PM,101345.3509,42.7624,37.4266,13.0257,-0.9498,2957.6056,366.4688,2149.4742,2353.1403,-837.6285,1029.3106,995.3663,740.7836,1521.5037,1385.7263,1351.7819,2641.6673,-781.8317,26.5291,27.1739,24.752,24.7771,179.8699,245.9971,2.1325,19.3691,25.7355,26.2676,28.0601,28.3027,23.0781,40.9786,31.7334,24.2004,24.7351,26.8045,25.0689,26.676,2290.2472,2289.9506,19.9655,30.8729,29.5414,30.3273,22.3519,10.4384,9.5334,4.0381,1.9611,1.0,34.833333333333336,,1.007504821,27.88333289,28.88333289,-0.058106739,19.81666597,20.0,-4.583150069,21.68333403,20.98333327,28.88333289,28.88333289,22.249999366666664,0.873480916,0.9566695586666668,0.759548604,0.906032979,0.713433156,1.0271990696666666,0.000498742,20.08333365,0.0,0.0,8.171603203,30.46666654,1.0152482191666667,1.0344502526666666,1.028434038,1.0246933695,28.6666673,28.48333327,28.533333776666662,29.199999493333333,22.88333289,22.88333289,1.0,1.0,0.0,0.0,0.0,-0.4671826756666666,0.0,292.5191,-41.7646,-53.945899999999995,-47.85525,0.02832188560081652,0.03218616536627905,0.030315784000111527,-0.04079999999999995,0.0045934103978768496,1.0212094011309996,1.0947515908774341,293.23333364999996,101.3453509,301.81666729999995,304.0229,301.21009999999995,296.03333289,25.108333269999996,0.9633005357777779,0.7821542253333332,1.0247972804444445,22.88333289,1.0171636493285272,0.0,0.002260348752973358,,inf,0.16651545026218928
2,1:47:35 PM,101345.3509,42.7575,37.402,8.215,-0.6625,3311.2,369.2976,2522.8621,2675.6117,-498.1851,1266.9211,1368.7541,1351.7819,2030.669,1894.8916,1843.975,2641.6673,-781.6837,26.9589,27.8187,24.7562,24.7813,208.293,245.4171,1.6221,19.2781,25.6715,26.1525,28.0059,28.1158,22.7953,40.916,31.719,24.2153,24.5862,26.8506,24.9869,26.6033,2290.0769,2289.8563,19.8367,31.1333,29.4558,30.6966,22.3192,12.298,8.8362,3.6572,2.2441,2.0,36.0,1:45:38 PM,1.007504821,27.89999962,30.20000076,-0.058106739,19.79999924,20.0,-4.583565712,22.29999924,21.20000076,28.89999962,28.89999962,23.60000038,0.873480916,0.954861104,0.759548604,0.906032979,0.710720479,1.036241293,0.000498742,21.5,0.0,0.0,8.171603203,31.0,1.020204544,1.035167217,1.028434038,1.02450633,29.60000038,29.0,29.5,30.5,22.89999962,22.79999924,1.0,1.0,0.0,0.0,0.0,-0.470196784,0.0,292.4281,-70.1877,-53.36590000000001,-61.77680000000001,0.036715611618826034,0.03201775162943827,0.034447070352109845,0.4695999999999998,9.54370655371019e-19,1.0248937132053484,1.0605461550990045,294.65,101.3453509,302.75000037999996,304.2833,301.1559,296.04999962,25.32499981,0.965711792,0.7812499996666666,1.0266260303333332,22.849999429999997,1.0189787770090812,0.0,0.002263387011534288,,inf,0.19592939153493946
3,1:47:36 PM,101345.3509,42.7575,37.4759,12.13,0.4972,3520.528,363.6401,2879.2778,3048.9995,163.7297,1657.2811,2030.669,1979.7524,2556.8064,2353.1403,2353.1403,2760.4725,-781.6837,26.5291,27.1739,24.7562,24.7813,232.6557,234.3959,1.6833,19.3433,25.7315,26.1797,28.0069,28.2911,22.9315,41.121,31.6636,24.0988,24.7016,26.7818,25.0755,26.7072,2290.2185,2289.9922,20.0025,31.4375,30.2026,31.1054,22.2277,13.3252,8.5845,3.5873,2.1854,3.0,36.833333333333336,,1.007504821,27.89999962,30.783333143333333,-0.058106739,19.79999924,20.0,-4.573174635333333,22.63333384,21.20000076,28.98333327,28.98333327,23.766666096666665,0.9277343551666668,0.1591435173333333,0.7505063814999999,0.9467230831666666,0.7875795765,1.325593233,0.000498742,22.083333966666668,0.0,0.0,8.171603203,31.08333365,1.0242569648333333,1.0381285745,1.028434038,1.0254415275,29.849999746666665,29.249999366666664,29.6666673,30.5,22.89999962,22.79999924,1.0,1.0,0.0,0.0,0.0,1.9757305285,0.1999999958333333,292.4933,-94.5504,-42.34470000000002,-68.44755,0.042603722544581134,0.02851906951305654,0.036253905981032716,0.4083999999999999,8.899130476489784e-19,1.0284105563247894,1.0589459273433082,295.23333396666663,101.3453509,302.9999997466666,304.5875,301.15689999999995,296.04999962,25.450000285,0.8104866111666666,0.8219401043888889,1.0292756889444445,22.849999429999997,1.0216086985299344,0.1999999958333333,0.0019985143493643806,,inf,0.23289910677459913
4,1:47:37 PM,101336.8644,42.7624,37.4759,10.9273,15.6348,3543.158,363.6401,3269.6378,3269.6378,774.728,2047.6411,2234.3351,2336.1681,2913.2221,2760.4725,2607.723,2760.4725,-781.5356,26.9589,27.1739,24.7562,24.7813,254.6981,229.7553,1.6425,19.4235,27.5557,26.2838,29.7897,29.8221,22.9626,40.9983,31.5705,24.1959,24.6593,26.8752,25.1253,26.6581,2290.187,2289.9082,19.8418,72.0506,81.3768,67.2119,22.2216,11.7655,9.3308,4.4861,2.2005,4.0,38.0,1:45:40 PM,1.007504821,27.89999962,31.5,-0.058106739,19.79999924,20.0,-4.573590279,22.89999962,21.20000076,29.0,29.0,23.89999962,0.868055522,1.14474833,0.770399272,1.231553912,0.732421875,2.056206465,0.000498742,22.60000038,0.0,0.0,8.171603203,31.20000076,1.028995037,1.044331789,1.028434038,1.028246999,30.10000038,29.5,29.89999962,30.5,22.89999962,22.79999924,1.0,1.0,0.0,0.0,0.0,-0.470196784,0.239999995,292.57349999999997,-116.59280000000001,-37.70410000000001,-77.14845000000001,0.0472978638521155,0.026907988818494884,0.03848220301723998,0.4491999999999998,9.331790770013171e-19,1.032265038190781,1.0,295.75000037999996,101.33686440000001,303.25000037999996,345.2006,302.93969999999996,296.04999962,25.525000095,1.4775029023333335,0.7902922230000001,1.0338579416666667,22.849999429999997,1.0261568184264467,0.239999995,0.0035029771595218866,,inf,0.2919875801261718
5,1:47:38 PM,101345.3509,42.7672,37.519,13.3348,22.008,3664.7946,366.4688,3507.2483,3643.0257,1080.2271,2539.8342,2488.9177,2353.1403,3015.0552,2896.25,2760.4725,2641.6673,-781.3136,26.744,27.6037,24.7562,24.7771,318.5051,242.5167,1.6425,19.2226,30.4908,26.0984,29.1037,30.1838,22.8828,41.0054,31.4156,24.1037,24.4995,26.7743,25.7848,27.0971,2290.0753,2289.9309,20.2902,122.2789,69.5062,78.7319,22.2164,12.5498,9.8404,3.2716,2.0469,5.0,38.833333333333336,,1.007504821,28.150000570000003,65.33333205833333,-0.058106739,19.96666654,20.0,-4.581903139833334,23.06666692,21.366666476666666,29.583333966666668,32.41666539166667,23.81666597,0.868055522,1.126663784166667,0.7613570486666666,1.1999060311666667,0.7233796016666667,1.857277254166667,0.000498742,22.766666096666665,0.0,0.0,8.171603203,47.533332826666665,1.0318006278333334,1.0454227523333333,1.028434038,1.030273259,48.10000069666667,41.249998725,33.39999866166667,41.66666794166666,22.81666597,22.79999924,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,-0.4671826756666666,0.12,292.3726,-180.39980000000003,-50.46549999999999,-115.43265000000001,0.05883369221752472,0.0311389584738223,0.047078413547908066,0.4491999999999998,9.334996328301912e-19,1.034606898775857,1.0387133696807267,295.91666609666663,101.3453509,321.25000069666663,395.4289,302.2537,295.96666596999995,26.608333188750002,1.3946156898333335,0.7842640574444445,1.0358322130555555,22.808332604999997,1.0281163836292506,0.12,0.0032812408784531188,,inf,0.09290838066940638
6,1:47:39 PM,101345.3509,42.7575,37.4574,4.6722,22.983,3667.6233,377.7838,3659.9979,3778.8031,1029.3106,2658.6395,2488.9177,2607.723,3303.5822,3150.8326,2998.083,2641.6673,-781.3136,26.9589,27.8187,24.7562,24.7854,368.3906,254.118,3.3372,19.1706,31.2082,26.2225,28.6276,29.2162,22.7881,41.0123,31.391,24.2012,24.6704,26.7979,25.9992,27.4194,2290.148,2289.8646,20.1329,92.6712,52.609,63.3771,22.2263,13.3691,9.833,3.2824,2.2127,6.0,40.0,1:45:42 PM,1.007504821,28.20000076,85.5,-0.058106739,20.0,20.0,-4.573590279,23.29999924,21.39999962,30.5,33.20000076,23.79999924,0.868055522,1.112196207,0.759548604,1.161024332,0.721571147,1.676432371,0.000498742,23.0,0.0,0.0,8.171603203,66.69999695,1.033858061,1.049194574,1.028434038,1.032922745,52.09999847,42.09999847,34.70000076,50.79999924,22.79999924,22.79999924,0.0,0.0,0.0,0.0,0.0,-0.41413483,0.096000001,292.32059999999996,-230.2853,-62.0668,-146.17605,0.06646071613350554,0.034534123637080624,0.052974093348471404,-1.2455000000000003,0.02538760138306972,1.036114117396578,1.0324604557833217,296.15,101.3453509,325.24999847,365.8212,301.7776,295.94999923999995,27.099999904999997,1.31655097,0.7830584243333334,1.03865846,22.79999924,1.0309215780913867,0.096000001,0.0030928089843681654,,inf,0.08893516716290464
7,1:47:40 PM,101341.1077,42.7624,37.4943,3.6608,23.1472,3661.9658,369.2976,3761.831,4186.1354,910.5054,2675.6117,2454.9734,2811.3891,3388.4431,3235.6935,3201.7491,2760.4725,-781.0916,26.744,27.6037,24.752,24.7771,419.4362,258.7585,3.9906,19.3012,31.3574,26.2254,28.525,28.9323,22.9826,41.1168,31.4406,24.1506,24.751,26.8263,26.154,27.5019,2290.2553,2289.8007,20.1156,66.4678,41.427,52.8656,22.0062,13.3314,9.6815,3.1211,2.1827,7.0,40.45454545454545,,1.007504821,28.20000076,88.59091047727273,-0.058106739,19.95454528181818,20.0,-4.572456706727273,23.29999924,21.44545433818182,30.36363670909091,32.609091150909094,23.61818123090909,0.868055522,1.117128328818182,0.7644807258181818,1.1511600342727273,0.7265032960909091,1.6369752341818182,0.000498742,22.95454528181818,0.0,0.0,8.171603203,67.19999972272727,1.0345381500909092,1.0499597353636363,1.028434038,1.034538030909091,48.87272643818182,40.28181665181818,34.19999971909091,48.39090867636364,22.70909066727273,22.663635949090907,0.0,0.0,0.0,0.0,0.0,-0.4396175363636364,0.096000001,292.4512,-281.3309,-66.70730000000003,-174.0191,0.07342198247356488,0.03579297423062015,0.057778045568355696,-1.8989000000000003,0.03134024293234988,1.0371204843264212,1.1127919887948183,296.10454528181816,101.3411077,322.0227264381818,339.6178,301.67499999999995,295.8590906672727,26.929545359545454,1.3017545324242425,0.7863465146363637,1.039678638787879,22.686363308181818,1.0319341576509231,0.096000001,0.003070890418451677,,inf,0.10307084633531759
8,1:47:41 PM,101341.1077,42.7575,37.5066,13.4757,23.26,3664.7946,366.4688,3897.6084,3914.5806,910.5054,2675.6117,2879.2778,2879.2778,3524.2205,3269.6378,3235.6935,2641.6673,-781.1656,26.9589,28.0336,24.752,24.7771,411.3153,257.0183,3.7864,19.2326,31.1659,26.0616,28.3484,28.5519,22.9144,41.1018,31.4793,24.1879,24.6151,26.7966,26.1639,27.437,2290.1057,2289.9262,20.4666,52.8247,35.3836,45.8025,22.2498,12.6132,9.505,3.3856,2.1945,8.0,40.90909090909091,,1.007504821,28.20000076,91.68182095454546,-0.058106739,19.90909056363636,20.0,-4.571323134454546,23.29999924,21.49090905636364,30.22727341818182,32.01818154181818,23.43636322181818,0.868055522,1.1220604506363636,0.7694128476363636,1.1412957365454544,0.7314354451818181,1.5975180973636365,0.000498742,22.90909056363636,0.0,0.0,8.171603203,67.70000249545454,1.0352182391818183,1.0507248967272729,1.028434038,1.0361533168181818,45.64545440636364,38.46363483363636,33.69999867818182,45.98181811272728,22.618182094545457,22.52727265818182,0.0,0.0,0.0,0.0,0.0,-0.4651002427272727,0.096000001,292.38259999999997,-273.21,-64.96710000000002,-169.08855,0.07236612671020211,0.03532749043562934,0.056961808811690176,-1.6947,0.0296107315437364,1.038460290088185,1.004354516477335,296.05909056363635,101.3411077,318.7954544063636,325.9747,301.4984,295.7681820945454,26.75909081409091,1.286958094848485,0.789634604939394,1.0406988175757579,22.572727376363638,1.0329467372104595,0.096000001,0.0030486799403977153,,inf,0.12115921874663108
9,1:47:42 PM,101349.5942,42.7624,37.5497,14.365,23.3216,3588.4181,403.2426,3897.6084,3643.0257,655.9228,2811.3891,2998.083,3099.9161,3558.1648,3150.8326,3235.6935,2913.2221,-780.9436,26.5291,27.1739,24.7604,24.7771,300.5231,263.399,3.9702,19.386,34.0972,26.2503,28.241,28.5516,33.5957,41.0588,31.3943,24.2355,24.68,26.8742,26.5064,27.7497,2290.1988,2290.0183,20.7505,41.8453,31.8811,38.8693,56.3378,10.9342,10.0081,3.3977,2.0959,9.0,42.0,1:45:45 PM,1.007504821,28.20000076,83.80000305,-0.058106739,19.89999962,20.0,-4.568603039,23.29999924,21.5,29.89999962,31.0,23.10000038,0.868055522,1.123046875,0.770399272,1.139322877,0.732421875,1.529947996,0.000498742,22.89999962,0.0,0.0,8.171603203,65.40000153,1.035354257,1.050877929,1.028434038,1.037785649,39.59999847,35.09999847,32.59999847,42.5,22.60000038,22.5,0.0,0.0,0.0,0.0,0.0,-0.470196784,0.096000001,292.536,-162.4178,-71.3478,-116.8828,0.05581422901719791,0.03701074105025827,0.04735961155894366,-1.8785000000000003,0.031166928332659712,1.0384570696189328,0.9346823298102498,296.04999962,101.34959420000001,312.74999847,314.9953,301.39099999999996,295.75000037999996,26.424999715,1.2641059159999999,0.7902922230000001,1.0413392783333333,22.55000019,1.03358242722824,0.096000001,0.0029970392233892736,,inf,0.1680936371599319
